,atc_code,atc_name,rank
1641,C07BA07,sotalol and thiazides,4.0
1642,C07BA12,nadolol and thiazides,4.0
1643,C07BA68,"metipranolol and thiazides, combinations",4.0
1644,C07BB,"Beta blocking agents, selective, and thiazides",3.0
1645,C07BB02,metoprolol and thiazides,4.0
1646,C07BB03,atenolol and thiazides,4.0
1647,C07BB04,acebutolol and thiazides,4.0
1648,C07BB06,bevantolol and thiazides,4.0
1649,C07BB07,bisoprolol and thiazides,4.0
1650,C07BB12,nebivolol and thiazides,4.0
1651,C07BB52,"metoprolol and thiazides, combinations",4.0
1652,C07BG,Alpha and beta blocking agents and thiazides,3.0
1653,C07BG01,labetalol and thiazides,4.0
1654,C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS,2.0
1655,C07CA,"Beta blocking agents, non-selective, and other diuretics",3.0
1656,C07CA02,oxprenolol and other diuretics,4.0
1657,C07CA03,pindolol and other diuretics,4.0
1658,C07CA17,bopindolol and other diuretics,4.0
1659,C07CA23,penbutolol and other diuretics,4.0
1660,C07CB,"Beta blocking agents, selective, and other diuretics",3.0
1661,C07CB02,metoprolol and other diuretics,4.0
1662,C07CB03,atenolol and other diuretics,4.0
1663,C07CB53,"atenolol and other diuretics, combinations",4.0
1664,C07CG,Alpha and beta blocking agents and other diuretics,3.0
1665,C07CG01,labetalol and other diuretics,4.0
1666,C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS",2.0
1667,C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics",3.0
1668,C07DA06,"timolol, thiazides and other diuretics",4.0
1669,C07DB,"Beta blocking agents, selective, thiazides and other diuretics",3.0
1670,C07DB01,"atenolol, thiazides and other diuretics",4.0
1671,C07E,BETA BLOCKING AGENTS AND VASODILATORS,2.0
1672,C07EA,"Beta blocking agents, non-selective, and vasodilators",3.0
1673,C07EB,"Beta blocking agents, selective, and vasodilators",3.0
1674,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",2.0
1675,C07FB,Beta blocking agents and calcium channel blockers,3.0
1676,C07FB02,metoprolol and felodipine,4.0
1677,C07FB03,atenolol and nifedipine,4.0
1678,C07FB07,bisoprolol and amlodipine,4.0
1679,C07FB12,nebivolol and amlodipine,4.0
1680,C07FB13,metoprolol and amlodipine,4.0
1681,C07FX,"Beta blocking agents, other combinations",3.0
1682,C07FX01,propranolol and other combinations,4.0
1683,C07FX02,sotalol and acetylsalicylic acid,4.0
1684,C07FX03,metoprolol and acetylsalicylic acid,4.0
1685,C07FX04,bisoprolol and acetylsalicylic acid,4.0
1686,C07FX05,metoprolol and ivabradine,4.0
1687,C07FX06,carvedilol and ivabradine,4.0
1688,C08,CALCIUM CHANNEL BLOCKERS,1.0
1689,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,2.0
1690,C08CA,Dihydropyridine derivatives,3.0
1691,C08CA01,amlodipine,4.0
1692,C08CA02,felodipine,4.0
1693,C08CA03,isradipine,4.0
1694,C08CA04,nicardipine,4.0
1695,C08CA05,nifedipine,4.0
1696,C08CA06,nimodipine,4.0
1697,C08CA07,nisoldipine,4.0
1698,C08CA08,nitrendipine,4.0
1699,C08CA09,lacidipine,4.0
1700,C08CA10,nilvadipine,4.0
1701,C08CA11,manidipine,4.0
1702,C08CA12,barnidipine,4.0
1703,C08CA13,lercanidipine,4.0
1704,C08CA14,cilnidipine,4.0
1705,C08CA15,benidipine,4.0
1706,C08CA16,clevidipine,4.0
1707,C08CA51,amlodipine and celecoxib,4.0
1708,C08CA55,"nifedipine, combinations",4.0
1709,C08CX,Other selective calcium channel blockers with mainly vascular effects,3.0
1710,C08CX01,mibefradil,4.0
1711,C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,2.0
1712,C08DA,Phenylalkylamine derivatives,3.0
1713,C08DA01,verapamil,4.0
1714,C08DA02,gallopamil,4.0
1715,C08DA51,"verapamil, combinations",4.0
1716,C08DB,Benzothiazepine derivatives,3.0
1717,C08DB01,diltiazem,4.0
1718,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,2.0
1719,C08EA,Phenylalkylamine derivatives,3.0
1720,C08EA01,fendiline,4.0
1721,C08EA02,bepridil,4.0
1722,C08EX,Other non-selective calcium channel blockers,3.0
1723,C08EX01,lidoflazine,4.0
1724,C08EX02,perhexiline,4.0
1725,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,2.0
1726,C08GA,Calcium channel blockers and diuretics,3.0
1727,C08GA01,nifedipine and diuretics,4.0
1728,C08GA02,amlodipine and diuretics,4.0
1729,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,1.0
1730,C09A,"ACE INHIBITORS, PLAIN",2.0
1731,C09AA,"ACE inhibitors, plain",3.0
1732,C09AA01,captopril,4.0
1733,C09AA02,enalapril,4.0
1734,C09AA03,lisinopril,4.0
1735,C09AA04,perindopril,4.0
1736,C09AA05,ramipril,4.0
1737,C09AA06,quinapril,4.0
1738,C09AA07,benazepril,4.0
1739,C09AA08,cilazapril,4.0
1740,C09AA09,fosinopril,4.0
1741,C09AA10,trandolapril,4.0
1742,C09AA11,spirapril,4.0
1743,C09AA12,delapril,4.0
1744,C09AA13,moexipril,4.0
1745,C09AA14,temocapril,4.0
1746,C09AA15,zofenopril,4.0
1747,C09AA16,imidapril,4.0
1748,C09B,"ACE INHIBITORS, COMBINATIONS",2.0
1749,C09BA,ACE inhibitors and diuretics,3.0
1750,C09BA01,captopril and diuretics,4.0
1751,C09BA02,enalapril and diuretics,4.0
1752,C09BA03,lisinopril and diuretics,4.0
1753,C09BA04,perindopril and diuretics,4.0
1754,C09BA05,ramipril and diuretics,4.0
1755,C09BA06,quinapril and diuretics,4.0
1756,C09BA07,benazepril and diuretics,4.0
1757,C09BA08,cilazapril and diuretics,4.0
1758,C09BA09,fosinopril and diuretics,4.0
1759,C09BA12,delapril and diuretics,4.0
1760,C09BA13,moexipril and diuretics,4.0
1761,C09BA15,zofenopril and diuretics,4.0
1762,C09BB,ACE inhibitors and calcium channel blockers,3.0
1763,C09BB02,enalapril and lercanidipine,4.0
1764,C09BB03,lisinopril and amlodipine,4.0
1765,C09BB04,perindopril and amlodipine,4.0
1766,C09BB05,ramipril and felodipine,4.0
1767,C09BB06,enalapril and nitrendipine,4.0
1768,C09BB07,ramipril and amlodipine,4.0
1769,C09BB10,trandolapril and verapamil,4.0
1770,C09BB12,delapril and manidipine,4.0
1771,C09BX,"ACE inhibitors, other combinations",3.0
1772,C09BX01,"perindopril, amlodipine and indapamide",4.0
1773,C09BX02,perindopril and bisoprolol,4.0
1774,C09BX03,"ramipril, amlodipine and hydrochlorothiazide",4.0
1775,C09BX04,"perindopril, bisoprolol and amlodipine",4.0
1776,C09BX05,ramipril and bisoprolol,4.0
1777,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",2.0
1778,C09CA,"Angiotensin II receptor blockers (ARBs), plain",3.0
1779,C09CA01,losartan,4.0
1780,C09CA02,eprosartan,4.0
1781,C09CA03,valsartan,4.0
1782,C09CA04,irbesartan,4.0
1783,C09CA05,tasosartan,4.0
1784,C09CA06,candesartan,4.0
1785,C09CA07,telmisartan,4.0
1786,C09CA08,olmesartan medoxomil,4.0
1787,C09CA09,azilsartan medoxomil,4.0
1788,C09CA10,fimasartan,4.0
1789,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",2.0
1790,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,3.0
1791,C09DA01,losartan and diuretics,4.0
1792,C09DA02,eprosartan and diuretics,4.0
1793,C09DA03,valsartan and diuretics,4.0
1794,C09DA04,irbesartan and diuretics,4.0
1795,C09DA06,candesartan and diuretics,4.0
1796,C09DA07,telmisartan and diuretics,4.0
1797,C09DA08,olmesartan medoxomil and diuretics,4.0
1798,C09DA09,azilsartan medoxomil and diuretics,4.0
1799,C09DA10,fimasartan and diuretics,4.0
1800,C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,3.0
1801,C09DB01,valsartan and amlodipine,4.0
1802,C09DB02,olmesartan medoxomil and amlodipine,4.0
1803,C09DB04,telmisartan and amlodipine,4.0
1804,C09DB05,irbesartan and amlodipine,4.0
1805,C09DB06,losartan and amlodipine,4.0
1806,C09DB07,candesartan and amlodipine,4.0
1807,C09DB08,valsartan and lercanidipine,4.0
1808,C09DB09,fimasartan and amlodipine,4.0
1809,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",3.0
1810,C09DX01,"valsartan, amlodipine and hydrochlorothiazide",4.0
1811,C09DX02,valsartan and aliskiren,4.0
1812,C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide",4.0
1813,C09DX04,valsartan and sacubitril,4.0
1814,C09DX05,valsartan and nebivolol,4.0
1815,C09DX06,"candesartan, amlodipine and hydrochlorothiazide",4.0
1816,C09DX07,"irbesartan, amlodipine and hydrochlorothiazide",4.0
1817,C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,2.0
1818,C09XA,Renin-inhibitors,3.0
1819,C09XA01,remikiren,4.0
1820,C09XA02,aliskiren,4.0
1821,C09XA52,aliskiren and hydrochlorothiazide,4.0
1822,C09XA53,aliskiren and amlodipine,4.0
1823,C09XA54,"aliskiren, amlodipine and hydrochlorothiazide",4.0
1824,C10,LIPID MODIFYING AGENTS,1.0
1825,C10A,"LIPID MODIFYING AGENTS, PLAIN",2.0
1826,C10AA,HMG CoA reductase inhibitors,3.0
1827,C10AA01,simvastatin,4.0
1828,C10AA02,lovastatin,4.0
1829,C10AA03,pravastatin,4.0
1830,C10AA04,fluvastatin,4.0
1831,C10AA05,atorvastatin,4.0
1832,C10AA06,cerivastatin,4.0
1833,C10AA07,rosuvastatin,4.0
1834,C10AA08,pitavastatin,4.0
1835,C10AB,Fibrates,3.0
1836,C10AB01,clofibrate,4.0
1837,C10AB02,bezafibrate,4.0
1838,C10AB03,aluminium clofibrate,4.0
1839,C10AB04,gemfibrozil,4.0
1840,C10AB05,fenofibrate,4.0
1841,C10AB06,simfibrate,4.0
1842,C10AB07,ronifibrate,4.0
1843,C10AB08,ciprofibrate,4.0
1844,C10AB09,etofibrate,4.0
1845,C10AB10,clofibride,4.0
1846,C10AB11,choline fenofibrate,4.0
1847,C10AC,Bile acid sequestrants,3.0
1848,C10AC01,colestyramine,4.0
1849,C10AC02,colestipol,4.0
1850,C10AC03,colextran,4.0
1851,C10AC04,colesevelam,4.0
1852,C10AD,Nicotinic acid and derivatives,3.0
1853,C10AD01,niceritrol,4.0
1854,C10AD02,nicotinic acid,4.0
1855,C10AD03,nicofuranose,4.0
1856,C10AD04,aluminium nicotinate,4.0
1857,C10AD05,nicotinyl alcohol (pyridylcarbinol),4.0
1858,C10AD06,acipimox,4.0
1859,C10AD52,"nicotinic acid, combinations",4.0
1860,C10AX,Other lipid modifying agents,3.0
1861,C10AX01,dextrothyroxine,4.0
1862,C10AX02,probucol,4.0
1863,C10AX03,tiadenol,4.0
1864,C10AX05,meglutol,4.0
1865,C10AX06,omega-3-triglycerides incl. other esters and acids,4.0
1866,C10AX07,magnesium pyridoxal 5-phosphate glutamate,4.0
1867,C10AX08,policosanol,4.0
1868,C10AX09,ezetimibe,4.0
1869,C10AX10,alipogene tiparvovec,4.0
1870,C10AX11,mipomersen,4.0
1871,C10AX12,lomitapide,4.0
1872,C10AX13,evolocumab,4.0
1873,C10AX14,alirocumab,4.0
1874,C10AX15,bempedoic acid,4.0
1875,C10AX16,inclisiran,4.0
1876,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",2.0
1877,C10BA,Combinations of various lipid modifying agents,3.0
1878,C10BA01,lovastatin and nicotinic acid,4.0
1879,C10BA02,simvastatin and ezetimibe,4.0
1880,C10BA03,pravastatin and fenofibrate,4.0
1881,C10BA04,simvastatin and fenofibrate,4.0
1882,C10BA05,atorvastatin and ezetimibe,4.0
1883,C10BA06,rosuvastatin and ezetimibe,4.0
1884,C10BA07,rosuvastatin and omega-3 fatty acids,4.0
1885,C10BA08,atorvastatin and omega-3 fatty acids,4.0
1886,C10BA09,rosuvastatin and fenofibrate,4.0
1887,C10BA10,bempedoic acid and ezetimibe,4.0
1888,C10BX,Lipid modifying agents in combination with other drugs,3.0
1889,C10BX01,simvastatin and acetylsalicylic acid,4.0
1890,C10BX02,pravastatin and acetylsalicylic acid,4.0
1891,C10BX03,atorvastatin and amlodipine,4.0
1892,C10BX04,"simvastatin, acetylsalicylic acid and ramipril",4.0
1893,C10BX05,rosuvastatin and acetylsalicylic acid,4.0
1894,C10BX06,"atorvastatin, acetylsalicylic acid and ramipril",4.0
1895,C10BX07,"rosuvastatin, amlodipine and lisinopril",4.0
1896,C10BX08,atorvastatin and acetylsalicylic acid,4.0
1897,C10BX09,rosuvastatin and amlodipine,4.0
1898,C10BX10,rosuvastatin and valsartan,4.0
1899,C10BX11,"atorvastatin, amlodipine and perindopril",4.0
1900,C10BX12,"atorvastatin, acetylsalicylic acid and perindopril",4.0
1901,C10BX13,"rosuvastatin, perindopril and indapamide",4.0
1902,C10BX14,"rosuvastatin, amlodipine and perindopril",4.0
1903,C10BX15,atorvastatin and perindopril,4.0
1904,C10BX16,rosuvastatin and fimasartan,4.0
1905,C10BX17,rosuvastatin and ramipril,4.0
1906,C10BX18,"atorvastatin, amlodipine and ramipril",4.0
1907,D,DERMATOLOGICALS,0.0
1908,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,1.0
1909,D01A,ANTIFUNGALS FOR TOPICAL USE,2.0
1910,D01AA,Antibiotics,3.0
1911,D01AA01,nystatin,4.0
1912,D01AA02,natamycin,4.0
1913,D01AA03,hachimycin,4.0
1914,D01AA04,pecilocin,4.0
1915,D01AA06,mepartricin,4.0
1916,D01AA07,pyrrolnitrin,4.0
1917,D01AA08,griseofulvin,4.0
1918,D01AA20,combinations,4.0
1919,D01AC,Imidazole and triazole derivatives,3.0
1920,D01AC01,clotrimazole,4.0
1921,D01AC02,miconazole,4.0
1922,D01AC03,econazole,4.0
1923,D01AC04,chlormidazole,4.0
1924,D01AC05,isoconazole,4.0
1925,D01AC06,tiabendazole,4.0
1926,D01AC07,tioconazole,4.0
1927,D01AC08,ketoconazole,4.0
1928,D01AC09,sulconazole,4.0
1929,D01AC10,bifonazole,4.0
1930,D01AC11,oxiconazole,4.0
1931,D01AC12,fenticonazole,4.0
1932,D01AC13,omoconazole,4.0
1933,D01AC14,sertaconazole,4.0
1934,D01AC15,fluconazole,4.0
1935,D01AC16,flutrimazole,4.0
1936,D01AC17,eberconazole,4.0
1937,D01AC18,luliconazole,4.0
1938,D01AC19,efinaconazole,4.0
1939,D01AC20,imidazoles/triazoles in combination with corticosteroids,4.0
1940,D01AC52,"miconazole, combinations",4.0
1941,D01AC60,"bifonazole, combinations",4.0
1942,D01AE,Other antifungals for topical use,3.0
1943,D01AE01,bromochlorosalicylanilide,4.0
1944,D01AE02,methylrosaniline,4.0
1945,D01AE03,tribromometacresol,4.0
1946,D01AE04,undecylenic acid,4.0
1947,D01AE05,polynoxylin,4.0
1948,D01AE06,2-(4-chlorphenoxy)-ethanol,4.0
1949,D01AE07,chlorphenesin,4.0
1950,D01AE08,ticlatone,4.0
1951,D01AE09,sulbentine,4.0
1952,D01AE10,ethyl hydroxybenzoate,4.0
1953,D01AE11,haloprogin,4.0
1954,D01AE12,salicylic acid,4.0
1955,D01AE13,selenium sulfide,4.0
1956,D01AE14,ciclopirox,4.0
1957,D01AE15,terbinafine,4.0
1958,D01AE16,amorolfine,4.0
1959,D01AE17,dimazole,4.0
1960,D01AE18,tolnaftate,4.0
1961,D01AE19,tolciclate,4.0
1962,D01AE20,combinations,4.0
1963,D01AE21,flucytosine,4.0
1964,D01AE22,naftifine,4.0
1965,D01AE23,butenafine,4.0
1966,D01AE24,tavaborole,4.0
1967,D01AE54,"undecylenic acid, combinations",4.0
1968,D01B,ANTIFUNGALS FOR SYSTEMIC USE,2.0
1969,D01BA,Antifungals for systemic use,3.0
1970,D01BA01,griseofulvin,4.0
1971,D01BA02,terbinafine,4.0
1972,D01BA03,fosravuconazole,4.0
1973,D02,EMOLLIENTS AND PROTECTIVES,1.0
1974,D02A,EMOLLIENTS AND PROTECTIVES,2.0
1975,D02AA,Silicone products,3.0
1976,D02AB,Zinc products,3.0
1977,D02AC,Soft paraffin and fat products,3.0
1978,D02AD,Liquid plasters,3.0
1979,D02AE,Carbamide products,3.0
1980,D02AE01,carbamide,4.0
1981,D02AE51,"carbamide, combinations",4.0
1982,D02AF,Salicylic acid preparations,3.0
1983,D02AX,Other emollients and protectives,3.0
1984,D02B,PROTECTIVES AGAINST UV-RADIATION,2.0
1985,D02BA,Protectives against UV-radiation for topical use,3.0
1986,D02BA01,aminobenzoic acid,4.0
1987,D02BA02,octinoxate,4.0
1988,D02BB,Protectives against UV-radiation for systemic use,3.0
1989,D02BB01,betacarotene,4.0
1990,D02BB02,afamelanotide,4.0
1991,D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,1.0
1992,D03A,CICATRIZANTS,2.0
1993,D03AA,Cod-liver oil ointments,3.0
1994,D03AX,Other cicatrizants,3.0
1995,D03AX01,cadexomer iodine,4.0
1996,D03AX02,dextranomer,4.0
1997,D03AX03,dexpanthenol,4.0
1998,D03AX04,calcium pantothenate,4.0
1999,D03AX05,hyaluronic acid,4.0
2000,D03AX06,becaplermin,4.0
2001,D03AX09,crilanomer,4.0
2002,D03AX10,enoxolone,4.0
2003,D03AX11,sodium chlorite,4.0
2004,D03AX12,trolamine,4.0
2005,D03AX13,Betulae cortex,4.0
2006,D03AX14,Centella asiatica herba,4.0
2007,D03B,ENZYMES,2.0
2008,D03BA,Proteolytic enzymes,3.0
2009,D03BA01,trypsin,4.0
2010,D03BA02,collagenase,4.0
2011,D03BA03,bromelains,4.0
2012,D03BA52,"collagenase, combinations",4.0
2013,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",1.0
2014,D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",2.0
2015,D04AA,Antihistamines for topical use,3.0
2016,D04AA01,thonzylamine,4.0
2017,D04AA02,mepyramine,4.0
2018,D04AA03,thenalidine,4.0
2019,D04AA04,tripelennamine,4.0
2020,D04AA09,chloropyramine,4.0
2021,D04AA10,promethazine,4.0
2022,D04AA12,tolpropamine,4.0
2023,D04AA13,dimetindene,4.0
2024,D04AA14,clemastine,4.0
2025,D04AA15,bamipine,4.0
2026,D04AA16,pheniramine,4.0
2027,D04AA22,isothipendyl,4.0
2028,D04AA32,diphenhydramine,4.0
2029,D04AA33,diphenhydramine methylbromide,4.0
2030,D04AA34,chlorphenoxamine,4.0
2031,D04AB,Anesthetics for topical use,3.0
2032,D04AB01,lidocaine,4.0
2033,D04AB02,cinchocaine,4.0
2034,D04AB03,oxybuprocaine,4.0
2035,D04AB04,benzocaine,4.0
2036,D04AB05,quinisocaine,4.0
2037,D04AB06,tetracaine,4.0
2038,D04AB07,pramocaine,4.0
2039,D04AX,Other antipruritics,3.0
2040,D04AX01,doxepin,4.0
2041,D05,ANTIPSORIATICS,1.0
2042,D05A,ANTIPSORIATICS FOR TOPICAL USE,2.0
2043,D05AA,Tars,3.0
2044,D05AC,Antracen derivatives,3.0
2045,D05AC01,dithranol,4.0
2046,D05AC51,"dithranol, combinations",4.0
2047,D05AD,Psoralens for topical use,3.0
2048,D05AD01,trioxysalen,4.0
2049,D05AD02,methoxsalen,4.0
2050,D05AX,Other antipsoriatics for topical use,3.0
2051,D05AX01,fumaric acid,4.0
2052,D05AX02,calcipotriol,4.0
2053,D05AX03,calcitriol,4.0
2054,D05AX04,tacalcitol,4.0
2055,D05AX05,tazarotene,4.0
2056,D05AX52,"calcipotriol, combinations",4.0
2057,D05AX55,tazarotene and ulobetasol,4.0
2058,D05B,ANTIPSORIATICS FOR SYSTEMIC USE,2.0
2059,D05BA,Psoralens for systemic use,3.0
2060,D05BA01,trioxysalen,4.0
2061,D05BA02,methoxsalen,4.0
2062,D05BA03,bergapten,4.0
2063,D05BB,Retinoids for treatment of psoriasis,3.0
2064,D05BB01,etretinate,4.0
2065,D05BB02,acitretin,4.0
2066,D05BX,Other antipsoriatics for systemic use,3.0
2067,D05BX51,"fumaric acid derivatives, combinations",4.0
2068,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,1.0
2069,D06A,ANTIBIOTICS FOR TOPICAL USE,2.0
2070,D06AA,Tetracycline and derivatives,3.0
2071,D06AA01,demeclocycline,4.0
2072,D06AA02,chlortetracycline,4.0
2073,D06AA03,oxytetracycline,4.0
2074,D06AA04,tetracycline,4.0
2075,D06AX,Other antibiotics for topical use,3.0
2076,D06AX01,fusidic acid,4.0
2077,D06AX02,chloramphenicol,4.0
2078,D06AX04,neomycin,4.0
2079,D06AX05,bacitracin,4.0
2080,D06AX07,gentamicin,4.0
2081,D06AX08,tyrothricin,4.0
2082,D06AX09,mupirocin,4.0
2083,D06AX10,virginiamycin,4.0
2084,D06AX11,rifaximin,4.0
2085,D06AX12,amikacin,4.0
2086,D06AX13,retapamulin,4.0
2087,D06AX14,ozenoxacin,4.0
2088,D06AX15,rifamycin,4.0
2089,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,2.0
2090,D06BA,Sulfonamides,3.0
2091,D06BA01,silver sulfadiazine,4.0
2092,D06BA02,sulfathiazole,4.0
2093,D06BA03,mafenide,4.0
2094,D06BA04,sulfamethizole,4.0
2095,D06BA05,sulfanilamide,4.0
2096,D06BA06,sulfamerazine,4.0
2097,D06BA51,"silver sulfadiazine, combinations",4.0
2098,D06BB,Antivirals,3.0
2099,D06BB01,idoxuridine,4.0
2100,D06BB02,tromantadine,4.0
2101,D06BB03,aciclovir,4.0
2102,D06BB04,podophyllotoxin,4.0
2103,D06BB05,inosine,4.0
2104,D06BB06,penciclovir,4.0
2105,D06BB07,lysozyme,4.0
2106,D06BB08,ibacitabine,4.0
2107,D06BB09,edoxudine,4.0
2108,D06BB10,imiquimod,4.0
2109,D06BB11,docosanol,4.0
2110,D06BB12,sinecatechins,4.0
2111,D06BB53,"aciclovir, combinations",4.0
2112,D06BX,Other chemotherapeutics,3.0
2113,D06BX01,metronidazole,4.0
2114,D06BX02,ingenol mebutate,4.0
2115,D06BX03,tirbanibulin,4.0
2116,D06C,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS",2.0
2117,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",1.0
2118,D07A,"CORTICOSTEROIDS, PLAIN",2.0
2119,D07AA,"Corticosteroids, weak (group I)",3.0
2120,D07AA01,methylprednisolone,4.0
2121,D07AA02,hydrocortisone,4.0
2122,D07AA03,prednisolone,4.0
2123,D07AB,"Corticosteroids, moderately potent (group II)",3.0
2124,D07AB01,clobetasone,4.0
2125,D07AB02,hydrocortisone butyrate,4.0
2126,D07AB03,flumetasone,4.0
2127,D07AB04,fluocortin,4.0
2128,D07AB05,fluperolone,4.0
2129,D07AB06,fluorometholone,4.0
2130,D07AB07,fluprednidene,4.0
2131,D07AB08,desonide,4.0
2132,D07AB09,triamcinolone,4.0
2133,D07AB10,alclometasone,4.0
2134,D07AB11,hydrocortisone buteprate,4.0
2135,D07AB19,dexamethasone,4.0
2136,D07AB21,clocortolone,4.0
2137,D07AB30,combinations of corticosteroids,4.0
2138,D07AC,"Corticosteroids, potent (group III)",3.0
2139,D07AC01,betamethasone,4.0
2140,D07AC02,fluclorolone,4.0
2141,D07AC03,desoximetasone,4.0
2142,D07AC04,fluocinolone acetonide,4.0
2143,D07AC05,fluocortolone,4.0
2144,D07AC06,diflucortolone,4.0
2145,D07AC07,fludroxycortide,4.0
2146,D07AC08,fluocinonide,4.0
2147,D07AC09,budesonide,4.0
2148,D07AC10,diflorasone,4.0
2149,D07AC11,amcinonide,4.0
2150,D07AC12,halometasone,4.0
2151,D07AC13,mometasone,4.0
2152,D07AC14,methylprednisolone aceponate,4.0
2153,D07AC15,beclometasone,4.0
2154,D07AC16,hydrocortisone aceponate,4.0
2155,D07AC17,fluticasone,4.0
2156,D07AC18,prednicarbate,4.0
2157,D07AC19,difluprednate,4.0
2158,D07AC21,ulobetasol,4.0
2159,D07AD,"Corticosteroids, very potent (group IV)",3.0
2160,D07AD01,clobetasol,4.0
2161,D07AD02,halcinonide,4.0
2162,D07B,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS",2.0
2163,D07BA,"Corticosteroids, weak, combinations with antiseptics",3.0
2164,D07BA01,prednisolone and antiseptics,4.0
2165,D07BA04,hydrocortisone and antiseptics,4.0
2166,D07BB,"Corticosteroids, moderately potent, combinations with antiseptics",3.0
2167,D07BB01,flumetasone and antiseptics,4.0
2168,D07BB02,desonide and antiseptics,4.0
2169,D07BB03,triamcinolone and antiseptics,4.0
2170,D07BB04,hydrocortisone butyrate and antiseptics,4.0
2171,D07BC,"Corticosteroids, potent, combinations with antiseptics",3.0
2172,D07BC01,betamethasone and antiseptics,4.0
2173,D07BC02,fluocinolone acetonide and antiseptics,4.0
2174,D07BC03,fluocortolone and antiseptics,4.0
2175,D07BC04,diflucortolone and antiseptics,4.0
2176,D07BD,"Corticosteroids, very potent, combinations with antiseptics",3.0
2177,D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",2.0
2178,D07CA,"Corticosteroids, weak, combinations with antibiotics",3.0
2179,D07CA01,hydrocortisone and antibiotics,4.0
2180,D07CA02,methylprednisolone and antibiotics,4.0
2181,D07CA03,prednisolone and antibiotics,4.0
2182,D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",3.0
2183,D07CB01,triamcinolone and antibiotics,4.0
2184,D07CB02,fluprednidene and antibiotics,4.0
2185,D07CB03,fluorometholone and antibiotics,4.0
2186,D07CB04,dexamethasone and antibiotics,4.0
2187,D07CB05,flumetasone and antibiotics,4.0
2188,D07CC,"Corticosteroids, potent, combinations with antibiotics",3.0
2189,D07CC01,betamethasone and antibiotics,4.0
2190,D07CC02,fluocinolone acetonide and antibiotics,4.0
2191,D07CC03,fludroxycortide and antibiotics,4.0
2192,D07CC04,beclometasone and antibiotics,4.0
2193,D07CC05,fluocinonide and antibiotics,4.0
2194,D07CC06,fluocortolone and antibiotics,4.0
2195,D07CD,"Corticosteroids, very potent, combinations with antibiotics",3.0
2196,D07CD01,clobetasol and antibiotics,4.0
2197,D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",2.0
2198,D07XA,"Corticosteroids, weak, other combinations",3.0
2199,D07XA01,hydrocortisone,4.0
2200,D07XA02,prednisolone,4.0
2201,D07XB,"Corticosteroids, moderately potent, other combinations",3.0
2202,D07XB01,flumetasone,4.0
2203,D07XB02,triamcinolone,4.0
2204,D07XB03,fluprednidene,4.0
2205,D07XB04,fluorometholone,4.0
2206,D07XB05,dexamethasone,4.0
2207,D07XB30,combinations of corticosteroids,4.0
2208,D07XC,"Corticosteroids, potent, other combinations",3.0
2209,D07XC01,betamethasone,4.0
2210,D07XC02,desoximetasone,4.0
2211,D07XC03,mometasone,4.0
2212,D07XC04,diflucortolone,4.0
2213,D07XC05,fluocortolone,4.0
2214,D07XD,"Corticosteroids, very potent, other combinations",3.0
2215,D08,ANTISEPTICS AND DISINFECTANTS,1.0
2216,D08A,ANTISEPTICS AND DISINFECTANTS,2.0
2217,D08AA,Acridine derivatives,3.0
2218,D08AA01,ethacridine lactate,4.0
2219,D08AA02,aminoacridine,4.0
2220,D08AA03,euflavine,4.0
2221,D08AB,Aluminium agents,3.0
